"G","Date","Tm","X","Opp","Result","GS","MP","FG","FGA","FG%","3P","3PA","3P%","FT","FTA","FT%","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","GmSc","Player","RSorPO"
55,"1989-03-03","CHI","","MIL","W",1,"41:00",10,18,0.56,1,1,1,7,11,0.64,2,6,8,9,2,1,6,4,28,22.4,"Michael Jordan","Regular Season"
56,"1989-03-04","CHI","@","NYK","L",1,"42:00",10,16,0.62,0,0,NA,8,8,1,1,2,3,10,2,0,4,4,28,25.5,"Michael Jordan","Regular Season"
57,"1989-03-07","CHI","","PHI","L",1,"39:00",15,27,0.56,0,0,NA,4,5,0.8,3,8,11,4,3,0,2,2,34,28.2,"Michael Jordan","Regular Season"
58,"1989-03-11","CHI","","SEA","W",1,"40:00",8,13,0.62,0,0,NA,2,2,1,1,7,8,15,1,3,3,3,18,24.3,"Michael Jordan","Regular Season"
59,"1989-03-13","CHI","","IND","W",1,"30:00",7,15,0.47,3,4,0.75,4,4,1,3,11,14,14,3,2,1,0,21,31.9,"Michael Jordan","Regular Season"
60,"1989-03-15","CHI","@","CLE","L",1,"38:00",12,22,0.55,0,0,NA,4,5,0.8,1,5,6,12,3,0,8,3,28,21.4,"Michael Jordan","Regular Season"
61,"1989-03-17","CHI","","NYK","W",1,"41:00",9,16,0.56,2,2,1,13,14,0.93,1,4,5,9,4,1,4,5,33,31.9,"Michael Jordan","Regular Season"
62,"1989-03-18","CHI","@","IND","L",1,"44:00",11,24,0.46,0,1,0,6,7,0.86,0,6,6,10,0,1,2,1,28,22.3,"Michael Jordan","Regular Season"
63,"1989-03-21","CHI","@","LAL","W",1,"43:00",7,20,0.35,0,0,NA,7,8,0.88,1,7,8,16,1,0,5,3,21,18.2,"Michael Jordan","Regular Season"
64,"1989-03-22","CHI","@","PHO","W",1,"37:00",10,20,0.5,0,0,NA,12,12,1,0,10,10,9,1,0,3,5,32,27.3,"Michael Jordan","Regular Season"
65,"1989-03-24","CHI","@","POR","W",1,"40:00",10,20,0.5,1,3,0.33,13,16,0.81,3,4,7,17,6,0,7,4,34,35.4,"Michael Jordan","Regular Season"
66,"1989-03-25","CHI","@","SEA","W",1,"40:00",8,18,0.44,0,0,NA,5,5,1,1,11,12,12,3,0,6,3,21,19.8,"Michael Jordan","Regular Season"
67,"1989-03-28","CHI","","GSW","W",1,"40:00",13,24,0.54,0,1,0,7,9,0.78,1,11,12,11,4,0,5,4,33,29.7,"Michael Jordan","Regular Season"
68,"1989-03-29","CHI","@","MIL","W",1,"43:00",9,19,0.47,0,1,0,14,16,0.88,1,9,10,10,2,1,4,4,32,NA,"Michael Jordan","Regular Season"
69,"1989-03-31","CHI","","CLE","L",1,"43:00",15,29,0.52,1,2,0.5,6,7,0.86,2,8,10,10,3,1,3,4,37,32.2,"Michael Jordan","Regular Season"
70,"1989-04-02","CHI","","NJN","W",1,"39:00",11,23,0.48,0,1,0,5,5,1,5,9,14,12,2,2,3,2,27,29.5,"Michael Jordan","Regular Season"
71,"1989-04-04","CHI","","CHH","W",1,"40:00",10,15,0.67,0,2,0,13,15,0.87,4,6,10,12,6,1,3,1,33,NA,"Michael Jordan","Regular Season"
72,"1989-04-06","CHI","@","DET","L",1,"43:00",11,23,0.48,1,5,0.2,8,8,1,2,11,13,10,2,0,2,2,31,30.2,"Michael Jordan","Regular Season"
73,"1989-04-07","CHI","","DET","L",1,"42:00",11,18,0.61,0,0,NA,18,21,0.86,1,6,7,11,2,0,1,6,40,39.4,"Michael Jordan","Regular Season"
74,"1989-04-09","CHI","@","ATL","L",1,"43:00",13,29,0.45,0,3,0,14,14,1,4,6,10,12,1,0,2,3,40,35.7,"Michael Jordan","Regular Season"
75,"1989-04-13","CHI","@","IND","L",1,"46:00",17,30,0.57,0,1,0,13,14,0.93,2,9,11,13,4,2,4,3,47,NA,"Michael Jordan","Regular Season"
76,"1989-04-14","CHI","@","NJN","L",1,"38:00",12,27,0.44,0,1,0,5,7,0.71,2,8,10,12,3,2,4,2,29,25.9,"Michael Jordan","Regular Season"
77,"1989-04-16","CHI","@","CLE","L",1,"27:00",8,14,0.57,0,1,0,6,6,1,0,3,3,3,2,1,5,2,22,15.3,"Michael Jordan","Regular Season"
78,"1989-04-17","CHI","","NYK","W",1,"42:00",11,21,0.52,1,3,0.33,11,13,0.85,1,10,11,9,2,3,5,3,34,30.8,"Michael Jordan","Regular Season"
79,"1989-04-20","CHI","@","WSB","L",1,"39:00",9,20,0.45,0,0,NA,12,13,0.92,2,3,5,4,1,1,6,4,30,18.4,"Michael Jordan","Regular Season"
80,"1989-04-21","CHI","","WSB","W",1,"42:00",13,31,0.42,0,0,NA,8,11,0.73,6,8,14,11,2,1,1,1,34,31.9,"Michael Jordan","Regular Season"
81,"1989-04-23","CHI","","CLE","L",1,"35:00",9,19,0.47,0,2,0,7,8,0.88,3,2,5,3,1,0,3,3,25,16.5,"Michael Jordan","Regular Season"
1,"1989-11-03","CHI","","CLE","W",1,"47:00",19,31,0.61,1,2,0.5,15,17,0.88,3,11,14,6,3,1,0,3,NA,NA,"Michael Jordan","Regular Season"
2,"1989-11-04","CHI","","BOS","L",1,"34:00",10,18,0.56,0,3,0,4,6,0.67,0,5,5,6,5,1,4,5,24,NA,"Michael Jordan","Regular Season"
3,"1989-11-07","CHI","","DET","W",1,"44:00",13,24,0.54,0,2,0,14,17,0.82,2,3,5,7,3,0,4,1,40,NA,"Michael Jordan","Regular Season"
4,"1989-11-08","CHI","@","MIN","W",1,"40:00",15,24,0.62,1,1,1,14,14,1,1,5,6,2,2,0,3,2,45,NA,"Michael Jordan","Regular Season"
5,"1989-11-10","CHI","@","NJN","L",1,"41:00",8,22,0.36,0,0,NA,10,11,0.91,3,3,6,5,2,0,2,4,26,18.3,"Michael Jordan","Regular Season"
6,"1989-11-11","CHI","","SEA","W",1,"34:00",8,15,0.53,1,2,0.5,8,9,0.89,0,4,4,6,3,1,4,4,25,20.8,"Michael Jordan","Regular Season"
7,"1989-11-14","CHI","@","SAC","W",1,"40:00",11,25,0.44,1,1,1,4,8,0.5,6,7,13,7,2,0,4,2,27,20.7,"Michael Jordan","Regular Season"
8,"1989-11-15","CHI","@","UTA","L",1,"38:00",12,26,0.46,0,3,0,16,19,0.84,1,9,10,3,1,0,2,3,40,28.7,"Michael Jordan","Regular Season"
9,"1989-11-18","CHI","@","SEA","L",1,"39:00",12,26,0.46,3,8,0.38,5,7,0.71,3,3,6,7,1,0,2,3,32,23.5,"Michael Jordan","Regular Season"
10,"1989-11-21","CHI","@","POR","L",1,"36:00",5,13,0.38,1,3,0.33,5,6,0.83,0,0,0,7,2,0,4,1,16,NA,"Michael Jordan","Regular Season"
11,"1989-11-22","CHI","@","PHO","W",1,"44:00",12,30,0.4,1,3,0.33,9,10,0.9,2,5,7,7,2,0,2,2,34,24.4,"Michael Jordan","Regular Season"
12,"1989-11-25","CHI","@","GSW","W",1,"41:00",12,29,0.41,1,5,0.2,4,5,0.8,6,8,14,9,3,0,3,3,29,24.8,"Michael Jordan","Regular Season"
13,"1989-11-26","CHI","@","LAC","L",1,"33:00",9,18,0.5,1,2,0.5,7,10,0.7,3,4,7,4,2,2,7,3,26,17.1,"Michael Jordan","Regular Season"
14,"1989-11-28","CHI","","ATL","W",1,"39:00",8,15,0.53,0,0,NA,6,6,1,0,9,9,13,3,0,4,4,22,23.9,"Michael Jordan","Regular Season"
15,"1989-12-02","CHI","@","MIA","W",1,"36:00",11,16,0.69,0,0,NA,14,15,0.93,2,3,5,7,0,1,5,4,36,30.1,"Michael Jordan","Regular Season"
16,"1989-12-05","CHI","","DEN","W",1,"33:00",15,27,0.56,0,1,0,5,5,1,8,9,17,7,1,1,1,0,35,NA,"Michael Jordan","Regular Season"
17,"1989-12-08","CHI","@","IND","L",1,"46:00",14,25,0.56,1,3,0.33,7,9,0.78,0,8,8,10,4,1,4,4,36,31.8,"Michael Jordan","Regular Season"
18,"1989-12-09","CHI","","PHI","W",1,"36:00",13,21,0.62,3,6,0.5,0,0,NA,0,9,9,9,1,0,1,3,29,27.3,"Michael Jordan","Regular Season"
19,"1989-12-12","CHI","","DAL","W",1,"41:00",18,29,0.62,2,2,1,3,4,0.75,1,6,7,7,2,1,2,1,41,NA,"Michael Jordan","Regular Season"
20,"1989-12-14","CHI","","ORL","W",1,"25:00",14,20,0.7,3,3,1,7,9,0.78,2,5,7,5,2,0,1,2,38,35.4,"Michael Jordan","Regular Season"
21,"1989-12-16","CHI","","CHH","W",1,"41:00",13,28,0.46,0,1,0,7,10,0.7,2,7,9,7,2,2,0,2,33,28.4,"Michael Jordan","Regular Season"
22,"1989-12-19","CHI","","LAL","W",1,"44:00",15,29,0.52,2,4,0.5,5,5,1,0,7,7,5,2,1,7,1,37,23.6,"Michael Jordan","Regular Season"
23,"1989-12-20","CHI","@","ORL","L",1,"45:00",20,37,0.54,2,3,0.67,10,10,1,1,4,5,7,4,0,3,3,52,NA,"Michael Jordan","Regular Season"
24,"1989-12-22","CHI","@","ATL","W",1,"32:00",10,17,0.59,2,3,0.67,7,8,0.88,0,4,4,4,2,0,4,4,29,21.1,"Michael Jordan","Regular Season"
25,"1989-12-23","CHI","@","PHI","L",1,"30:00",5,13,0.38,0,1,0,6,6,1,1,3,4,6,2,0,4,2,16,11.9,"Michael Jordan","Regular Season"
26,"1989-12-26","CHI","","MIN","W",1,"35:00",12,17,0.71,3,5,0.6,1,2,0.5,1,1,2,4,4,1,3,4,28,24.4,"Michael Jordan","Regular Season"
27,"1989-12-29","CHI","","SAS","W",1,"42:00",10,26,0.38,1,2,0.5,13,15,0.87,1,4,5,7,3,0,4,4,34,23.2,"Michael Jordan","Regular Season"
28,"1989-12-30","CHI","@","WSB","W",1,"43:00",13,26,0.5,0,2,0,2,2,1,1,6,7,10,4,3,3,4,28,NA,"Michael Jordan","Regular Season"
29,"1990-01-03","CHI","@","CLE","W",1,"46:00",15,32,0.47,0,3,0,8,9,0.89,1,7,8,8,4,0,1,4,38,NA,"Michael Jordan","Regular Season"
30,"1990-01-05","CHI","","ORL","W",1,"41:00",19,31,0.61,2,5,0.4,3,3,1,0,4,4,6,4,0,3,4,43,33.7,"Michael Jordan","Regular Season"
31,"1990-01-06","CHI","@","MIL","L",1,"41:00",13,23,0.57,3,7,0.43,6,7,0.86,1,8,9,5,5,1,6,3,35,28.8,"Michael Jordan","Regular Season"
32,"1990-01-09","CHI","@","DET","L",1,"34:00",6,17,0.35,1,3,0.33,3,4,0.75,3,5,8,5,2,1,4,2,16,11.1,"Michael Jordan","Regular Season"
33,"1990-01-10","CHI","@","IND","L",1,"42:00",13,30,0.43,1,3,0.33,8,8,1,2,5,7,5,2,1,2,0,35,26.3,"Michael Jordan","Regular Season"
34,"1990-01-12","CHI","@","CHH","W",1,"40:00",19,28,0.68,0,1,0,7,9,0.78,2,2,4,6,1,0,2,4,45,35.8,"Michael Jordan","Regular Season"
35,"1990-01-13","CHI","","LAC","W",1,"34:00",11,21,0.52,2,4,0.5,4,6,0.67,0,5,5,10,4,0,0,1,28,NA,"Michael Jordan","Regular Season"
36,"1990-01-15","CHI","@","NYK","L",1,"42:00",9,24,0.38,0,2,0,8,9,0.89,1,3,4,8,3,0,5,3,26,16.4,"Michael Jordan","Regular Season"
37,"1990-01-18","CHI","","GSW","W",1,"33:00",17,30,0.57,7,12,0.58,3,3,1,3,9,12,8,1,2,2,3,44,39.4,"Michael Jordan","Regular Season"
38,"1990-01-19","CHI","@","ATL","W",1,"40:00",12,24,0.5,0,3,0,12,16,0.75,3,6,9,3,7,0,7,1,36,NA,"Michael Jordan","Regular Season"
39,"1990-01-21","CHI","","NYK","W",1,"41:00",10,17,0.59,4,5,0.8,18,20,0.9,1,9,10,7,4,2,4,4,42,NA,"Michael Jordan","Regular Season"
40,"1990-01-23","CHI","","DET","L",1,"45:00",11,31,0.35,1,6,0.17,9,11,0.82,2,4,6,2,2,1,4,5,32,14.6,"Michael Jordan","Regular Season"
41,"1990-01-26","CHI","@","PHI","L",1,"42:00",12,27,0.44,0,2,0,7,9,0.78,2,3,5,11,2,0,1,3,31,25.9,"Michael Jordan","Regular Season"
42,"1990-01-27","CHI","","NJN","W",1,"35:00",15,25,0.6,1,3,0.33,8,8,1,2,5,7,4,4,0,3,3,39,NA,"Michael Jordan","Regular Season"
43,"1990-01-29","CHI","","ATL","W",1,"30:00",7,14,0.5,0,2,0,2,3,0.67,2,5,7,9,1,1,4,2,16,14.7,"Michael Jordan","Regular Season"
44,"1990-02-01","CHI","@","HOU","L",1,"38:00",16,31,0.52,0,2,0,3,4,0.75,2,4,6,5,2,0,3,0,35,24.4,"Michael Jordan","Regular Season"
45,"1990-02-03","CHI","@","SAS","L",1,"46:00",17,32,0.53,2,4,0.5,8,8,1,3,0,3,5,2,0,3,3,44,31.8,"Michael Jordan","Regular Season"
46,"1990-02-07","CHI","@","LAL","L",1,"40:00",12,21,0.57,0,1,0,8,12,0.67,0,4,4,4,0,1,8,3,32,NA,"Michael Jordan","Regular Season"
47,"1990-02-08","CHI","@","DEN","L",1,"37:00",5,18,0.28,1,2,0.5,4,6,0.67,0,1,1,8,1,1,4,2,15,NA,"Michael Jordan","Regular Season"
48,"1990-02-13","CHI","@","MIA","W",1,"40:00",8,16,0.5,0,1,0,10,11,0.91,1,3,4,6,3,0,3,4,26,21.8,"Michael Jordan","Regular Season"
49,"1990-02-14","CHI","@","ORL","L",1,"47:00",21,NA,NA,0,2,0,7,10,0.7,1,6,7,2,0,1,0,1,49,30.3,"Michael Jordan","Regular Season"
50,"1990-02-16","CHI","","MIA","W",1,"31:00",10,14,0.71,1,2,0.5,5,6,0.83,0,3,3,4,2,0,5,2,26,19.7,"Michael Jordan","Regular Season"
51,"1990-02-18","CHI","@","MIL","W",1,"36:00",15,26,0.58,0,2,0,9,10,0.9,1,2,3,4,2,1,0,4,39,31.6,"Michael Jordan","Regular Season"
52,"1990-02-19","CHI","","HOU","W",1,"42:00",11,25,0.44,0,0,NA,8,9,0.89,2,4,6,9,2,0,5,3,30,21.2,"Michael Jordan","Regular Season"
53,"1990-02-23","CHI","","POR","W",1,"35:00",12,25,0.48,2,2,1,9,10,0.9,2,8,10,10,1,0,6,4,35,26.1,"Michael Jordan","Regular Season"
54,"1990-02-25","CHI","@","NJN","W",1,"44:00",12,24,0.5,0,1,0,8,9,0.89,1,7,8,8,2,2,5,4,32,24.8,"Michael Jordan","Regular Season"
55,"1990-02-27","CHI","","MIL","W",1,"41:00",13,25,0.52,0,1,0,17,19,0.89,2,4,6,6,3,0,3,4,43,35.1,"Michael Jordan","Regular Season"
56,"1990-03-02","CHI","","NJN","W",1,"31:00",8,12,0.67,2,4,0.5,5,6,0.83,0,4,4,4,1,2,0,2,23,NA,"Michael Jordan","Regular Season"
57,"1990-03-04","CHI","@","BOS","W",1,"40:00",11,23,0.48,1,1,1,13,15,0.87,0,6,6,11,4,0,2,4,36,33.4,"Michael Jordan","Regular Season"
58,"1990-03-06","CHI","@","MIL","W",1,"37:00",14,26,0.54,2,4,0.5,5,6,0.83,2,6,8,6,4,0,2,5,35,29.4,"Michael Jordan","Regular Season"
59,"1990-03-08","CHI","","UTA","L",1,"47:00",12,29,0.41,0,6,0,19,22,0.86,5,2,7,4,7,0,3,5,43,NA,"Michael Jordan","Regular Season"
60,"1990-03-10","CHI","","IND","W",1,"39:00",17,27,0.63,1,2,0.5,10,10,1,2,5,7,3,5,1,2,5,45,NA,"Michael Jordan","Regular Season"
61,"1990-03-13","CHI","@","NYK","W",1,"42:00",11,19,0.58,1,3,0.33,11,12,0.92,2,6,8,7,1,1,4,2,34,29.7,"Michael Jordan","Regular Season"
62,"1990-03-16","CHI","","DET","L",1,"41:00",8,17,0.47,3,5,0.6,1,3,0.33,0,8,8,7,1,0,3,3,20,14.6,"Michael Jordan","Regular Season"
63,"1990-03-17","CHI","","PHI","W",1,"39:00",13,21,0.62,3,6,0.5,3,4,0.75,2,6,8,10,2,1,2,2,32,32.2,"Michael Jordan","Regular Season"
64,"1990-03-20","CHI","","WSB","W",1,"39:00",8,19,0.42,1,2,0.5,4,4,1,3,5,8,5,2,2,3,2,21,17.6,"Michael Jordan","Regular Season"
65,"1990-03-21","CHI","@","ATL","W",1,"38:00",10,20,0.5,0,2,0,7,9,0.78,2,2,4,6,5,0,1,2,27,25.6,"Michael Jordan","Regular Season"
66,"1990-03-23","CHI","","CLE","W",1,"40:00",18,32,0.56,0,3,0,5,6,0.83,2,4,6,5,5,1,3,1,41,33.8,"Michael Jordan","Regular Season"
67,"1990-03-24","CHI","","SAC","L",1,"39:00",16,28,0.57,2,3,0.67,9,10,0.9,1,4,5,6,5,0,1,3,43,38.3,"Michael Jordan","Regular Season"
68,"1990-03-26","CHI","","PHO","W",1,"28:00",14,24,0.58,0,1,0,0,0,NA,4,8,12,5,6,0,2,0,28,29.5,"Michael Jordan","Regular Season"
69,"1990-03-28","CHI","@","CLE","W",1,"50:00",23,37,0.62,2,6,0.33,21,23,0.91,7,11,18,6,4,1,2,5,NA,NA,"Michael Jordan","Regular Season"
70,"1990-03-30","CHI","","NYK","W",1,"45:00",20,34,0.59,1,3,0.33,8,9,0.89,1,11,12,4,5,2,2,3,49,42.8,"Michael Jordan","Regular Season"
71,"1990-04-01","CHI","","MIA","W",1,"41:00",20,29,0.69,1,2,0.5,6,9,0.67,2,4,6,7,3,3,5,2,47,NA,"Michael Jordan","Regular Season"
72,"1990-04-03","CHI","","IND","W",1,"44:00",8,19,0.42,1,4,0.25,12,12,1,1,3,4,10,0,2,0,4,29,27.3,"Michael Jordan","Regular Season"
73,"1990-04-05","CHI","","ORL","W",1,"39:00",14,23,0.61,2,6,0.33,8,10,0.8,1,6,7,3,4,1,2,2,38,33.2,"Michael Jordan","Regular Season"
74,"1990-04-07","CHI","@","DAL","W",1,"40:00",15,26,0.58,3,5,0.6,10,13,0.77,2,1,3,4,2,1,0,3,43,35.6,"Michael Jordan","Regular Season"
75,"1990-04-11","CHI","","CLE","W",1,"31:00",9,15,0.6,1,4,0.25,3,4,0.75,1,4,5,7,3,1,2,5,22,21.2,"Michael Jordan","Regular Season"
76,"1990-04-13","CHI","","MIL","W",1,"39:00",10,16,0.62,1,4,0.25,5,6,0.83,1,5,6,10,NA,2,4,3,26,31.8,"Michael Jordan","Regular Season"
77,"1990-04-14","CHI","@","WSB","L",1,"37:00",10,21,0.48,1,2,0.5,0,1,0,1,2,3,5,1,0,2,4,21,12.1,"Michael Jordan","Regular Season"
78,"1990-04-16","CHI","@","IND","L",1,"45:00",11,24,0.46,0,2,0,1,2,0.5,3,4,7,6,4,0,6,5,23,13.7,"Michael Jordan","Regular Season"
79,"1990-04-17","CHI","","BOS","W",1,"36:00",13,24,0.54,2,3,0.67,7,8,0.88,1,10,11,6,2,1,6,3,35,26.4,"Michael Jordan","Regular Season"
80,"1990-04-19","CHI","","WSB","W",1,"36:00",12,26,0.46,2,5,0.4,6,6,1,3,3,6,7,5,1,3,4,32,27.6,"Michael Jordan","Regular Season"
81,"1990-04-20","CHI","@","BOS","L",1,"35:00",21,29,0.72,0,2,0,3,3,1,1,7,8,9,3,0,3,5,45,NA,"Michael Jordan","Regular Season"
82,"1990-04-22","CHI","@","DET","L",1,"37:00",10,23,0.43,1,3,0.33,1,2,0.5,3,7,10,4,2,0,2,3,22,15.3,"Michael Jordan","Regular Season"
1,"1990-11-02","CHI","","PHI","L",1,"34:00",14,24,0.58,1,3,0.33,5,5,1,3,2,5,7,7,0,5,4,34,30.8,"Michael Jordan","Regular Season"
2,"1990-11-03","CHI","@","WSB","L",1,"46:00",11,22,0.5,0,0,NA,6,9,0.67,4,6,10,1,1,0,2,2,28,19.3,"Michael Jordan","Regular Season"
3,"1990-11-06","CHI","","BOS","L",1,"45:00",14,28,0.5,0,1,0,5,6,0.83,3,5,8,12,3,0,2,4,33,NA,"Michael Jordan","Regular Season"
4,"1990-11-07","CHI","@","MIN","W",1,"39:00",7,14,0.5,0,0,NA,3,5,0.6,2,3,5,6,0,1,1,5,17,13.4,"Michael Jordan","Regular Season"
5,"1990-11-09","CHI","@","BOS","W",1,"34:00",17,25,0.68,0,1,0,7,8,0.88,1,4,5,6,2,0,3,3,41,33.8,"Michael Jordan","Regular Season"
6,"1990-11-10","CHI","","CHH","W",1,"36:00",8,15,0.53,0,0,NA,7,8,0.88,1,5,6,8,3,0,3,1,23,22.7,"Michael Jordan","Regular Season"
7,"1990-11-13","CHI","@","UTA","W",1,"38:00",10,22,0.45,1,1,1,8,10,0.8,3,8,11,5,1,2,1,1,29,25.8,"Michael Jordan","Regular Season"
8,"1990-11-15","CHI","@","GSW","L",1,"38:00",6,12,0.5,0,1,0,2,3,0.67,2,6,8,6,1,1,2,4,14,13.1,"Michael Jordan","Regular Season"
9,"1990-11-17","CHI","@","SEA","W",1,"27:00",13,20,0.65,0,0,NA,7,8,0.88,1,3,4,3,7,1,1,0,33,34.2,"Michael Jordan","Regular Season"
10,"1990-11-18","CHI","@","POR","L",1,"41:00",12,25,0.48,0,2,0,5,6,0.83,0,5,5,7,1,1,2,4,29,20.4,"Michael Jordan","Regular Season"
11,"1990-11-21","CHI","@","PHO","L",1,"40:00",15,32,0.47,0,0,NA,4,4,1,0,4,4,4,4,0,3,1,34,22.2,"Michael Jordan","Regular Season"
12,"1990-11-23","CHI","@","LAC","W",1,"31:00",5,12,0.42,0,0,NA,4,4,1,3,3,6,7,3,0,2,3,14,15.3,"Michael Jordan","Regular Season"
13,"1990-11-24","CHI","@","DEN","W",1,"40:00",14,24,0.58,0,0,NA,10,10,1,1,6,7,12,3,1,3,3,38,NA,"Michael Jordan","Regular Season"
14,"1990-11-28","CHI","","WSB","W",1,"27:00",11,15,0.73,0,0,NA,2,3,0.67,0,2,2,7,3,1,1,2,24,24.9,"Michael Jordan","Regular Season"
15,"1990-11-30","CHI","","IND","W",1,"33:00",15,19,0.79,0,0,NA,7,9,0.78,1,4,5,3,2,2,1,4,37,33.7,"Michael Jordan","Regular Season"
16,"1990-12-01","CHI","@","CLE","W",1,"30:00",13,18,0.72,1,1,1,5,6,0.83,0,2,2,4,2,0,1,2,32,27.8,"Michael Jordan","Regular Season"
17,"1990-12-04","CHI","","PHO","W",1,"35:00",12,22,0.55,0,0,NA,3,3,1,1,3,4,7,0,1,2,5,27,19.6,"Michael Jordan","Regular Season"
18,"1990-12-07","CHI","","NYK","W",1,"39:00",14,25,0.56,0,2,0,5,7,0.71,4,3,7,9,NA,1,2,3,33,35.8,"Michael Jordan","Regular Season"
19,"1990-12-08","CHI","","POR","L",1,"40:00",16,28,0.57,0,2,0,3,4,0.75,0,6,6,3,2,2,5,3,35,22.5,"Michael Jordan","Regular Season"
20,"1990-12-11","CHI","@","MIL","L",1,"39:00",13,23,0.57,0,0,NA,5,7,0.71,0,4,4,5,3,1,4,2,31,22.9,"Michael Jordan","Regular Season"
21,"1990-12-14","CHI","","LAC","W",1,"30:00",8,15,0.53,0,0,NA,4,6,0.67,2,6,8,8,1,2,3,3,20,18.9,"Michael Jordan","Regular Season"
22,"1990-12-15","CHI","","CLE","W",1,"27:00",11,17,0.65,0,0,NA,2,2,1,5,4,9,6,5,3,2,1,24,30.1,"Michael Jordan","Regular Season"
23,"1990-12-18","CHI","","MIA","W",1,"36:00",14,22,0.64,0,0,NA,11,12,0.92,3,6,9,6,6,2,2,2,39,41.5,"Michael Jordan","Regular Season"
24,"1990-12-19","CHI","@","DET","L",1,"37:00",13,22,0.59,0,1,0,7,7,1,3,2,5,6,1,0,1,2,33,28.9,"Michael Jordan","Regular Season"
25,"1990-12-21","CHI","","LAL","W",1,"44:00",14,30,0.47,0,2,0,5,6,0.83,8,7,15,9,2,1,1,3,33,31.7,"Michael Jordan","Regular Season"
26,"1990-12-22","CHI","","IND","W",1,"34:00",10,20,0.5,0,0,NA,9,12,0.75,2,5,7,5,0,2,2,4,29,NA,"Michael Jordan","Regular Season"
27,"1990-12-25","CHI","","DET","W",1,"43:00",14,23,0.61,1,1,1,8,10,0.8,3,5,8,3,3,2,3,5,37,30.8,"Michael Jordan","Regular Season"
28,"1990-12-27","CHI","","GSW","W",1,"34:00",17,25,0.68,1,2,0.5,7,7,1,1,13,14,7,3,1,1,3,42,NA,"Michael Jordan","Regular Season"
29,"1990-12-29","CHI","","SEA","W",1,"37:00",10,24,0.42,0,2,0,11,11,1,3,7,10,4,4,0,2,2,31,26.4,"Michael Jordan","Regular Season"
30,"1991-01-03","CHI","@","HOU","L",1,"33:00",13,22,0.59,0,0,NA,6,7,0.86,0,3,3,7,3,1,4,2,32,26.1,"Michael Jordan","Regular Season"
31,"1991-01-05","CHI","","CLE","W",1,"37:00",12,26,0.46,0,0,NA,6,7,0.86,1,2,3,4,4,3,3,4,30,21.8,"Michael Jordan","Regular Season"
32,"1991-01-08","CHI","","NJN","W",1,"32:00",18,28,0.64,1,1,1,4,5,0.8,2,4,6,4,2,2,1,1,41,35.6,"Michael Jordan","Regular Season"
33,"1991-01-09","CHI","@","PHI","W",1,"41:00",16,27,0.59,0,1,0,8,11,0.73,0,4,4,9,0,1,1,3,40,32.3,"Michael Jordan","Regular Season"
34,"1991-01-11","CHI","","ATL","W",1,"42:00",12,23,0.52,0,1,0,7,7,1,0,6,6,6,2,1,5,4,31,21.8,"Michael Jordan","Regular Season"
35,"1991-01-12","CHI","@","CHH","W",1,"38:00",11,21,0.52,0,0,NA,11,13,0.85,3,0,3,3,2,0,5,4,33,21.5,"Michael Jordan","Regular Season"
36,"1991-01-14","CHI","","MIL","W",1,"45:00",13,27,0.48,1,3,0.33,7,7,1,1,9,10,9,3,2,2,5,34,30.4,"Michael Jordan","Regular Season"
37,"1991-01-16","CHI","@","ORL","W",1,"38:00",11,27,0.41,0,0,NA,7,8,0.88,0,4,4,4,3,1,2,5,29,17.8,"Michael Jordan","Regular Season"
38,"1991-01-18","CHI","@","ATL","L",1,"41:00",13,28,0.46,0,1,0,4,4,1,0,7,7,8,3,0,4,2,30,21.5,"Michael Jordan","Regular Season"
39,"1991-01-21","CHI","@","MIA","W",1,"39:00",17,28,0.61,0,2,0,3,5,0.6,1,5,6,5,3,1,3,1,37,29.4,"Michael Jordan","Regular Season"
40,"1991-01-23","CHI","@","NJN","L",1,"41:00",9,23,0.39,1,1,1,16,19,0.84,4,2,6,5,4,0,2,4,35,28.6,"Michael Jordan","Regular Season"
41,"1991-01-25","CHI","","MIA","W",1,"28:00",10,14,0.71,3,3,1,3,4,0.75,0,3,3,2,6,0,3,2,26,24.3,"Michael Jordan","Regular Season"
42,"1991-01-31","CHI","@","SAS","L",1,"39:00",9,22,0.41,1,1,1,17,18,0.94,0,3,3,3,3,0,3,6,36,24.4,"Michael Jordan","Regular Season"
43,"1991-02-01","CHI","@","DAL","W",1,"38:00",10,18,0.56,0,0,NA,11,16,0.69,1,5,6,8,2,0,2,0,31,28.2,"Michael Jordan","Regular Season"
44,"1991-02-03","CHI","@","LAL","L",1,"40:00",10,22,0.45,0,0,NA,3,3,1,1,6,7,9,6,1,2,1,23,24.7,"Michael Jordan","Regular Season"
45,"1991-02-04","CHI","@","SAC","W",1,"33:00",7,14,0.5,0,0,NA,10,11,0.91,1,1,2,5,2,0,3,4,24,18.5,"Michael Jordan","Regular Season"
46,"1991-02-07","CHI","@","DET","W",1,"41:00",10,21,0.48,0,2,0,10,12,0.83,1,8,9,3,0,2,2,1,30,22.7,"Michael Jordan","Regular Season"
47,"1991-02-12","CHI","","ATL","W",1,"37:00",12,22,0.55,1,2,0.5,7,9,0.78,0,4,4,7,2,2,3,2,32,26.3,"Michael Jordan","Regular Season"
